ID,Titulo,Autor,Editora,"Número de
Páginas",Quantidade,Classificação,Disciplina - Referência Básica,Disciplina - Referência Complementar,Sumário
26,Aprendendo SQL ,"BEAULIEU, Alan ","Novatec, 2010",365,3,005.133 B377a,"TSI33A, ","TSI34A, TSI31D",
27,Arquitetura de computadores pessoais ,"WEBER, Raul Fernando ","Sagra Luzzatto, 2000-2001",271,1,004.22 W375a,,,
28,Arquitetura de computadores: de microprocessadores a supercomputadores ,"PARHAMI, Behrooz ","McGraw-Hill, 2008",560,5,004.22 P229a,TSI31D,,
29,Arquitetura e organização de computadores,"STALLINGS, William","São Paulo, SP: Prentice-Hall, 2010",624,9,004.22 S782a,,,
32,Banco de dados: projeto e implementação ,"MACHADO, Felipe Nery Rodrigues ","Érica, 2008",398,5,005.74 M149b,"TSI34A, TSI33A",,
33,BrOffice da teoria à prática,"COSTA, Edgard Alves ","Rio de Janeiro, RJ: Brasport, 2007. viii",192,3,005.3 C837b,,,
34,"C, completo e total","SCHILDT, Herbert","São Paulo, SP: Makron, c1997. xv",827,23,005.133 S334,,,
35,C# como programar,"DEITEL, Harvey M.; DEITEL, Paul J.","São Paulo: Makron Books, 2003. xliii",1153,3,005.133 D325c,,"TSI34B, TSI33B",
36,C++ absoluto ,"SAVITCH, Walter J ","Addison Wesley, 2004. ix",612,2,005.133 S267a,,,
246,Ciência da Computação,"Brookshear, J. Glenn","Porto Alegre. Bookman, 2013",561,12,004 B873c,,,
241,Complexidade de Algoritmos,"TOSCANI, Laira Viera","Porto Alegre, Bookman, 2012",262,7,005.113 T713c,,,
37,Computação evolucionária em problemas de engenharia,"LOPES, Heitor Silvério; TAKAHASHI, Ricardo H. C. (Ed.).","Curitiba, PR: Omnipax, 2011",385,1,006.3 C738c,,,
38,Computer networks: a systems approach ,"PETERSON, Larry L; DAVIE, Bruce S ","Elsevier, c2012. xxxi",884,2,004.6 P485c,,,
39,Conceitos de linguagens de programação ,"SEBESTA, Robert W ","Bookman, 2003",638,5,005.13 S443c,,TSI31B,
40,Construindo aplicações web com PHP e MySQL ,"MILANI, André ","Novatec, c2010",336,12,005.133 M637c,TSI33C,,
41,Construindo aplicativos móveis com C# ,"SHACKLES, Greg; SANTOS, Luis Euclides ","Novatec, 2012",200,3,005.133 S524c,TSI35B,,
42,Construindo aplicativos móveis com Java,"MARINACCI, Joshua; SANTOS, Luis Euclides.","São Paulo: Novatec, 2012",103,7,005.133 M337c,,TSI35B,
43,Construindo sites com CSS e (X)HTML: sites controlados por folhas de estilo em cascata ,"SILVA, Maurício Samy ","Novatec, 2008",446,10,005.133 S586co,,,
44,Core Java,"HORSTMANN, Cay S.; CORNELL, Gary","São Paulo: Pearson, c2010. xiii, v.",,7,005.133 H819c,"TSI34B, TSI33B, TSI32A",,
45,Core Python programming ,"CHUN, Wesley ","Prentice Hall, 2007. xxxvii",1099,3,005.133 C559c,,"TSI34B, TSI34C, TSI33B",
240,Criando Sites com HTML,Mauricio Samy Silva,"São Paulo, SP : Novatec, 2008",431,7,005.133 S586c,,,
46,Criptografia e segurança de redes: princípios e práticas ,"STALLINGS, William ","Pearson Prentice Hall, 2008. xvii",492,7,005.82 S782c,TSI35E,"TSI35B, TSI33E",
47,CSS avançado,"LEWIS, Joseph R.; MOSCOVITZ, Meitar.","São Paulo: Novatec, 2010",413,3,005.133 L673c,,"TSI34C, TSI31C",
48,CSS3: desenvolva aplicações web profissionais com uso dos poderosos recursos de estilização das CSS3 ,"SILVA, Maurício Samy ","Novatec, 2012",489,7,004.678 S586c,,"TSI34C, TSI31C",
49,CUDA by example: an introduction to general-purpose GPU programming ,"SANDERS, Jason; KANDROT, Edward ","Addison-Wesley, 2011. xix",290,2,005.2 S215c,,,
50,Data warehouse ,"OLIVEIRA, Wilson José de ","Visual Books, 2002",188,1,005.74 O48d,,TSI33A,
243,Date introdução a Sistemas de Bancos de Dados,"Date, C. J.","Rio de Jaineiro, RJ. Elsevier, 2004",865,5,005.74 D232i,,,
51,Delphi 5: cliente-servidor e internet ,"FERNANDES, André ","Book Express, 2000",231,1,005.369 F363d,,,
52,Delphi API's & sockets: a caixa preta das tecnologias ,"CAMARA, Fábio; NOVAES, Hugo ","Visual Books, 2000",224,1,005.369 C172de,,,
53,Delphi for Windows 95 and Windows NT: developer's guide ,BORLAND,"Scotts Valley: Borland International, c 1997 ",,1,005.133 B735b,,,
54,Descobrindo o Linux: entenda o sistema operacional GNU/Linux ,"MOTA FILHO, João Eriberto ","Novatec, 2012",924,5,005.43 M917d,TSI32F,TSI32E,
55,Desenvolvendo aplicações com UML 2.2: do conceitual à implementação,"MELO, Cristina Ana ","Rio de Janeiro: Brasport, 2010",320,2,005.117 M528d,,,
56,Desenvolvendo aplicativos com Visual Basic e UML,"REED, Paul R","São Paulo: Makron Books do Brasil, 2000",462,4,005.17 R323d,,,
57,Desenvolvendo websites com PHP ,"NIEDERAUER, Juliano ","Novatec, 2011",301,7,005.133 N666d,TSI33C,,
58,Desenvolvimento de grandes aplicações web ,"LOUDON, Kyle ","Novatec, 2010",325,3,004.67 L886d,,"TSI34C, TSI33C",
59,Desenvolvimento de software com scrum: aplicando métodos ágeis com sucesso,"COHN, Mike","Porto Alegre: Bookman, 2011",496,2,005.1 C678d 2011,,,
60,Designing embedded hardware ,"CATSOULIS, John ","O'Reilly, c2005. xvi",377,7,004.16 C367d,,,
61,Dicionário de informática & internet: inglês - português ,"SAWAYA, Márcia Regina ","Nobel, 1999",543,1,R 004.03,,,
62,"Do Fortran à Internet: no rastro da trilogia educação, pesquisa e desenvolvimento ","PACITTI, Tércio ","Makron, c2000",453,1,005.133 P118d,,,
63,Dominando PHP e MySQL: do iniciante ao profissional,"GILMORE, W. Jason","Rio de Janeiro, RJ: Alta Books, 2008",769,1,005.133 G488d,TSI33C,,
64,Elementos de programação em C,"PINHEIRO, Francisco A. C","Porto Alegre: Bookman, 2012. xx",528,7,005 P654e,,,
65,Embedded microcontrollers and processor design ,"OSBORN, Greg ","Prentice-Hall, c2010. xx",431,1,004.16 O81e,,,
66,Embedded system design ,"MARWEDEL, Peter ","Kluwer Academic, 2006. xvii",241,2,004.21 M298e,,,
67,"Embedded systems design: an introduction to processes, tools, and techniques ","BERGER, Arnold ","CMP Books, c2002. xxviii",237,2,005.43 B496e,,,
68,Embedded systems: world class designs ,"GANSSLE, Jack ","Newnes/Elsevier, c2008. xviii",563,2,005.43 E53,,,
69,Engenharia de software,"SOMMERVILLE, Ian","São Paulo: Pearson Addison-Wesley, 2003. xiv",592,1,005.1 S697e,"TSI34D, TSI35D, TSI36B, TSI36C, TSI33D","TSI34D, TSI36B, TSI36C,",
70,Engenharia de software,"PRESSMAN, Roger S","São Paulo, SP: Makron, c1995",1056,1,005.1 P935e,,"TSI36B, TSI36C, TSI33D",
244,Engenharia de Software,"HIRAMA, Kechi","Rio de Janeiro, RJ. Elsevier, 2011",210,7,005.1 H668e,,,
71,Engenharia de software na prática,"ENGHOLM JÚNIOR, Hélio","São Paulo, SP: Novatec, 2010",438,7,005.1 E57e,TSI36B,"TSI34B, TSI34D, TSI36C, TSI33B, TSI33D",
72,Entendendo e dominando o hardware: técnicas avançadas para montagem e manutenção de PCs ,"LACERDA, Ivan Max Freire ","Digerati Books, 2007",238,2,004.7 L131e,,TSI31D,
73,Enterprise JavaBeans 3 ,"BURKE, Bill; MONSON-HAEFEL, Richard ","Pearson Prentice Hall, 2007. xvii",538,3,005.133 B959e,TSI34C,,
74,Estrutura de dados e algoritmos em C++ ,"DROZDEK, Adam ","Cengage Learning, c2002. xviii",579,7,005.73 D793e,,,
75,Estrutura de dados fundamentais: conceitos e aplicações,"PEREIRA, Silvio do Lago","São Paulo: Érica, 2008",264,5,005.73 P436e,,TSI32B,
76,Estruturas de dados e algoritmos: padrões de projetos orientados a objetos com Java ,"PREISS, Bruno R ","Campus, c2001. xvi",566,7,005.73 P924e,TSI32B,"TSI34B, TSI35D, TSI33B",
77,Estruturas de dados usando C,"TENENBAUM, Aaron M.; LANGSAM, Yedidyah; AUGENSTEIN, Moshe","São Paulo, SP: Pearson Makron Books, c1995. xx",884,9,005.73 T292e,,TSI32B,
78,Estudo dirigido de informática básica,"MANZANO, André Luiz N. G.; MANZANO, Maria Izabel N.G.","São Paulo: Érica, 2007",250,5,004.07 M296e,,TSI31E,
79,Estudo dirigido de linguagem C,"MANZANO, José Augusto N. G","São Paulo: Érica, 2007. 214 p.",214,5,005.133 M296l,,,
80,Excel para engenheiros: incluindo VBA ,"GÓMEZ, Luis Alberto ","Visual Books, 2009",222,4,005.36 G633e,,,
81,Expressões regulares: uma abordagem divertida ,"JARGAS, Aurélio Marinho ","Novatec, 2012.",223,5,005.115 J37e,,"TSI34A, TSI34C, TSI35A, TSI35E, TSI33A, TSI32F",
82,Faça um site HTML 4.0: orientado por projeto,"OLIVIERO, Carlos A. J","São Paulo: Érica, 2002",198,1,005.133 O49f,,,
83,Flash 4: animação na Web,"MILBURN, Ken; CROTEAU, John T.","São Paulo: Makron Books, 2000",377,1,006.696 M638f,,,
84,Flash 8: criando além da animação ,"MANZI, Fabrício ","Érica, 2005",444,1,006.66 M296f,,,
85,"Fundamentals of neural networks: architectures,algorithms, and applications ","FAUSETT, Laurene V ","Prentice-Hall, c1994",461,7,006.3 F267f,,,
86,Fundamentos da ciência da computação,"FOROUZAN, Behrouz A.; MOSHARRAF, Firouz","São Paulo, SP: Cengage Learning, 2012.",560,8,004 F727f,,"TSI31E, TSI31D, TSI35E, TSI35F, TSI33A, TSI32D, TSI32E, TSI33E",
